,Heimspeicher Laden [kW],Heimspeicher Ladezustand [kWh],Heimspeicher Entladen [kW]
2022-01-01 00:00:00,0.0,5.1,10.0
2022-01-01 00:15:00,0.0,2.4671456,0.1536
2022-01-01 00:30:00,0.0,2.4261075,0.099866667
2022-01-01 00:45:00,0.0,2.39922,0.1444
2022-01-01 01:00:00,0.0,2.36062,0.2248
2022-01-01 01:15:00,0.0,2.3008717,4.835932
2022-01-01 01:30:00,0.0,1.0276826,0.0
2022-01-01 01:45:00,0.0,1.0274256,0.0
2022-01-01 02:00:00,0.0,1.0271686,0.0
2022-01-01 02:15:00,0.0,1.0269118,0.0
2022-01-01 02:30:00,0.0,1.0266549,0.0
2022-01-01 02:45:00,0.0,1.0263982,0.0
2022-01-01 03:00:00,0.0,1.0261415,0.0
2022-01-01 03:15:00,0.0,1.0258848,0.0
2022-01-01 03:30:00,0.0,1.0256283,0.0
2022-01-01 03:45:00,0.0,1.0253718,0.0
2022-01-01 04:00:00,0.0,1.0251153,0.0
2022-01-01 04:15:00,0.0,1.024859,0.0
2022-01-01 04:30:00,0.0,1.0246026,0.0
2022-01-01 04:45:00,0.0,1.0243464,0.0
2022-01-01 05:00:00,0.0,1.0240902,0.0
2022-01-01 05:15:00,0.0,1.0238341,0.0
2022-01-01 05:30:00,0.0,1.023578,0.0
2022-01-01 05:45:00,0.0,1.0233221,0.0
2022-01-01 06:00:00,0.0,1.0230661,0.0
2022-01-01 06:15:00,0.0,1.0228103,0.0
2022-01-01 06:30:00,0.0,1.0225545,0.0
2022-01-01 06:45:00,0.0,1.0222987,0.0
2022-01-01 07:00:00,0.0,1.0220431,0.0
2022-01-01 07:15:00,0.0,1.0217875,0.0
2022-01-01 07:30:00,0.0,1.0215319,0.0
2022-01-01 07:45:00,0.0,1.0212764,0.0
2022-01-01 08:00:00,0.0,1.021021,0.0
2022-01-01 08:15:00,0.0,1.0207657,0.0
2022-01-01 08:30:00,0.0,1.0205104,0.0
2022-01-01 08:45:00,0.0,1.0202552,0.0
2022-01-01 09:00:00,0.0010740871,1.02,0.0
2022-01-01 09:15:00,0.0010740871,1.02,0.0
2022-01-01 09:30:00,0.0010740871,1.02,0.0
2022-01-01 09:45:00,0.073159212,1.02,0.0
2022-01-01 10:00:00,1.7171239,1.0371202,0.0
2022-01-01 10:15:00,1.9936442,1.4446778,0.0
2022-01-01 10:30:00,2.3093272,1.917807,0.0
2022-01-01 10:45:00,2.4757666,2.4657925,0.0
2022-01-01 11:00:00,2.6416981,3.0531704,0.0
2022-01-01 11:15:00,2.4926171,3.6798101,0.0
2022-01-01 11:30:00,1.9399541,4.2708864,0.0
2022-01-01 11:45:00,2.1364815,4.7305574,0.0
2022-01-01 12:00:00,2.8816608,5.2367886,0.0
2022-01-01 12:15:00,2.1617213,5.9198734,0.0
2022-01-01 12:30:00,1.983868,6.4318017,0.0
2022-01-01 12:45:00,1.4355484,6.9013618,0.0
2022-01-01 13:00:00,2.384248,7.2405785,0.0
2022-01-01 13:15:00,1.8354128,7.8050266,0.0
2022-01-01 13:30:00,1.5473015,8.2389852,0.0
2022-01-01 13:45:00,0.75804269,8.6044088,0.0
2022-01-01 14:00:00,1.5824448,8.782292,0.0
2022-01-01 14:15:00,1.6705395,9.1559262,0.0
2022-01-01 14:30:00,1.3612365,9.5503895,0.0
2022-01-01 14:45:00,0.80865295,9.8712947,0.0
2022-01-01 15:00:00,0.53868233,10.060881,0.0
2022-01-01 15:15:00,0.068402601,10.186302,0.0
2022-01-01 15:30:00,0.0,10.2,0.10196054
2022-01-01 15:45:00,0.0,10.170617,0.3644521
2022-01-01 16:00:00,0.0,10.072165,0.54425506
2022-01-01 16:15:00,0.0,9.9264213,1.2525333
2022-01-01 16:30:00,0.0,9.5943247,1.5840667
2022-01-01 16:45:00,0.0,9.1750656,2.8480667
2022-01-01 17:00:00,0.0,8.4232797,0.99253333
2022-01-01 17:15:00,0.0,8.1599801,0.79253333
2022-01-01 17:30:00,0.0,7.949378,0.98133333
2022-01-01 17:45:00,0.0,7.6891442,10.0
2022-01-01 18:00:00,0.0,5.0556423,10.0
2022-01-01 18:15:00,0.0,2.422799,1.4152667
2022-01-01 18:30:00,0.0,2.0497544,1.6930667
2022-01-01 18:45:00,0.0,1.6036979,1.9354667
2022-01-01 19:00:00,0.0,1.0939635,0.22534863
2022-01-01 19:15:00,0.0,1.0343877,0.0
2022-01-01 19:30:00,0.0,1.034129,0.0
2022-01-01 19:45:00,0.0,1.0338704,0.0
2022-01-01 20:00:00,0.0,1.0336118,0.0
2022-01-01 20:15:00,0.0,1.0333533,0.0
2022-01-01 20:30:00,0.0,1.0330949,0.0
2022-01-01 20:45:00,0.0,1.0328365,0.0
2022-01-01 21:00:00,0.0,1.0325782,0.0
2022-01-01 21:15:00,0.0,1.0323199,0.0
2022-01-01 21:30:00,0.0,1.0320618,0.0
2022-01-01 21:45:00,0.0,1.0318036,0.0
2022-01-01 22:00:00,0.0,1.0315456,0.0
2022-01-01 22:15:00,0.0,1.0312876,0.0
2022-01-01 22:30:00,0.0,1.0310297,0.0
2022-01-01 22:45:00,0.0,1.0307718,0.0
2022-01-01 23:00:00,0.0,1.0305141,0.0
2022-01-01 23:15:00,0.0,1.0302563,0.0
2022-01-01 23:30:00,0.0,1.0299987,0.0
2022-01-01 23:45:00,0.0,1.0297411,0.0
2022-01-02 00:00:00,0.0,1.0294835,0.0
2022-01-02 00:15:00,0.0,1.0292261,0.0
2022-01-02 00:30:00,0.0,1.0289687,0.0
2022-01-02 00:45:00,0.0,1.0287113,0.0
2022-01-02 01:00:00,0.0,1.0284541,0.0
2022-01-02 01:15:00,0.0,1.0281968,0.0
2022-01-02 01:30:00,0.0,1.0279397,0.0
2022-01-02 01:45:00,0.0,1.0276826,0.0
2022-01-02 02:00:00,0.0,1.0274256,0.0
2022-01-02 02:15:00,0.0,1.0271686,0.0
2022-01-02 02:30:00,0.0,1.0269118,0.0
2022-01-02 02:45:00,0.0,1.0266549,0.0
2022-01-02 03:00:00,0.0,1.0263982,0.0
2022-01-02 03:15:00,0.0,1.0261415,0.0
2022-01-02 03:30:00,0.0,1.0258848,0.0
2022-01-02 03:45:00,0.0,1.0256283,0.0
2022-01-02 04:00:00,0.0,1.0253718,0.0
2022-01-02 04:15:00,0.0,1.0251153,0.0
2022-01-02 04:30:00,0.0,1.024859,0.0
2022-01-02 04:45:00,0.0,1.0246026,0.0
2022-01-02 05:00:00,0.0,1.0243464,0.0
2022-01-02 05:15:00,0.0,1.0240902,0.0
2022-01-02 05:30:00,0.0,1.0238341,0.0
2022-01-02 05:45:00,0.0,1.023578,0.0
2022-01-02 06:00:00,0.0,1.0233221,0.0
2022-01-02 06:15:00,0.0,1.0230661,0.0
2022-01-02 06:30:00,0.0,1.0228103,0.0
2022-01-02 06:45:00,0.0,1.0225545,0.0
2022-01-02 07:00:00,0.0,1.0222987,0.0
2022-01-02 07:15:00,0.0,1.0220431,0.0
2022-01-02 07:30:00,0.0,1.0217875,0.0
2022-01-02 07:45:00,0.0,1.0215319,0.0
2022-01-02 08:00:00,0.0,1.0212764,0.0
2022-01-02 08:15:00,0.0,1.021021,0.0
2022-01-02 08:30:00,0.0,1.0207657,0.0
2022-01-02 08:45:00,0.0,1.0205104,0.0
2022-01-02 09:00:00,0.0,1.0202552,0.0
2022-01-02 09:15:00,0.79242093,1.02,0.0
2022-01-02 09:30:00,0.94081584,1.2079449,0.0
2022-01-02 09:45:00,1.3359769,1.4310865,0.0
2022-01-02 10:00:00,1.5708157,1.7480231,0.0
2022-01-02 10:15:00,1.8315327,2.1206547,0.0
2022-01-02 10:30:00,2.0874859,2.5551133,0.0
2022-01-02 10:45:00,1.5219294,3.0502522,0.0
2022-01-02 11:00:00,0.20805822,3.4109476,0.0
2022-01-02 11:15:00,0.0,3.4595084,1.3243728
2022-01-02 11:30:00,0.0,3.110124,0.70167223
2022-01-02 11:45:00,0.13099448,2.9246956,0.0
2022-01-02 12:00:00,0.0,2.9550753,7.3495083
2022-01-02 12:15:00,0.0,1.0202552,0.0
2022-01-02 12:30:00,2.2258318,1.02,0.0
2022-01-02 12:45:00,0.71487519,1.54838,0.0
2022-01-02 13:00:00,0.0,1.7177756,2.6499147
2022-01-02 13:15:00,2.5381429,1.02,0.0
2022-01-02 13:30:00,2.2829553,1.6225539,0.0
2022-01-02 13:45:00,0.0,2.1643499,4.3455033
2022-01-02 14:00:00,0.0,1.0202552,0.0
2022-01-02 14:15:00,1.5839681,1.02,0.0
2022-01-02 14:30:00,1.2030198,1.3959373,0.0
2022-01-02 14:45:00,1.0431372,1.6813054,0.0
2022-01-02 15:00:00,0.89214915,1.92863,0.0
2022-01-02 15:15:00,0.0,2.1400331,4.1836567
2022-01-02 15:30:00,0.0,1.0385356,0.0
2022-01-02 15:45:00,0.0,1.0382759,0.0
2022-01-02 16:00:00,0.0,1.0380162,0.0
2022-01-02 16:15:00,0.0,1.0377566,0.0
2022-01-02 16:30:00,0.0,1.0374971,0.0
2022-01-02 16:45:00,0.0,1.0372376,0.0
2022-01-02 17:00:00,0.0,1.0369782,0.0
2022-01-02 17:15:00,0.0,1.0367188,0.0
2022-01-02 17:30:00,0.0,1.0364596,0.0
2022-01-02 17:45:00,0.0,1.0362003,0.0
2022-01-02 18:00:00,0.0,1.0359412,0.0
2022-01-02 18:15:00,0.0,1.0356821,0.0
2022-01-02 18:30:00,0.0,1.0354231,0.0
2022-01-02 18:45:00,0.0,1.0351641,0.0
2022-01-02 19:00:00,0.0,1.0349053,0.0
2022-01-02 19:15:00,0.0,1.0346464,0.0
2022-01-02 19:30:00,0.0,1.0343877,0.0
2022-01-02 19:45:00,0.0,1.034129,0.0
2022-01-02 20:00:00,0.0,1.0338704,0.0
2022-01-02 20:15:00,0.0,1.0336118,0.0
2022-01-02 20:30:00,0.0,1.0333533,0.0
2022-01-02 20:45:00,0.0,1.0330949,0.0
2022-01-02 21:00:00,0.0,1.0328365,0.0
2022-01-02 21:15:00,0.0,1.0325782,0.0
2022-01-02 21:30:00,0.0,1.0323199,0.0
2022-01-02 21:45:00,0.0,1.0320618,0.0
2022-01-02 22:00:00,0.0,1.0318036,0.0
2022-01-02 22:15:00,0.0,1.0315456,0.0
2022-01-02 22:30:00,0.0,1.0312876,0.0
2022-01-02 22:45:00,0.0,1.0310297,0.0
2022-01-02 23:00:00,0.0,1.0307718,0.0
2022-01-02 23:15:00,0.0,1.0305141,0.0
2022-01-02 23:30:00,0.0,1.0302563,0.0
2022-01-02 23:45:00,0.0,1.0299987,0.0
2022-01-03 00:00:00,0.0,1.0297411,0.0
2022-01-03 00:15:00,0.0,1.0294835,0.0
2022-01-03 00:30:00,0.0,1.0292261,0.0
2022-01-03 00:45:00,0.0,1.0289687,0.0
2022-01-03 01:00:00,0.0,1.0287113,0.0
2022-01-03 01:15:00,0.0,1.0284541,0.0
2022-01-03 01:30:00,0.0,1.0281968,0.0
2022-01-03 01:45:00,0.0,1.0279397,0.0
2022-01-03 02:00:00,0.0,1.0276826,0.0
2022-01-03 02:15:00,0.0,1.0274256,0.0
2022-01-03 02:30:00,0.0,1.0271686,0.0
2022-01-03 02:45:00,0.0,1.0269118,0.0
2022-01-03 03:00:00,0.0,1.0266549,0.0
2022-01-03 03:15:00,0.0,1.0263982,0.0
2022-01-03 03:30:00,0.0,1.0261415,0.0
2022-01-03 03:45:00,0.0,1.0258848,0.0
2022-01-03 04:00:00,0.0,1.0256283,0.0
2022-01-03 04:15:00,0.0,1.0253718,0.0
2022-01-03 04:30:00,0.0,1.0251153,0.0
2022-01-03 04:45:00,0.0,1.024859,0.0
2022-01-03 05:00:00,0.0,1.0246026,0.0
2022-01-03 05:15:00,0.0,1.0243464,0.0
2022-01-03 05:30:00,0.0,1.0240902,0.0
2022-01-03 05:45:00,0.0,1.0238341,0.0
2022-01-03 06:00:00,0.0,1.023578,0.0
2022-01-03 06:15:00,0.0,1.0233221,0.0
2022-01-03 06:30:00,0.0,1.0230661,0.0
2022-01-03 06:45:00,0.0,1.0228103,0.0
2022-01-03 07:00:00,0.0,1.0225545,0.0
2022-01-03 07:15:00,0.0,1.0222987,0.0
2022-01-03 07:30:00,0.0,1.0220431,0.0
2022-01-03 07:45:00,0.0,1.0217875,0.0
2022-01-03 08:00:00,0.0,1.0215319,0.0
2022-01-03 08:15:00,0.0,1.0212764,0.0
2022-01-03 08:30:00,0.0,1.021021,0.0
2022-01-03 08:45:00,0.0,1.0207657,0.0
2022-01-03 09:00:00,0.0,1.0205104,0.0
2022-01-03 09:15:00,0.0,1.0202552,0.0
2022-01-03 09:30:00,1.0239583,1.02,0.0
2022-01-03 09:45:00,1.4157294,1.262935,0.0
2022-01-03 10:00:00,1.5962973,1.5988549,0.0
2022-01-03 10:15:00,1.9734879,1.9775756,0.0
2022-01-03 10:30:00,1.8986614,2.4457844,0.0
2022-01-03 10:45:00,2.3821993,2.8961048,0.0
2022-01-03 11:00:00,2.3286217,3.4611529,0.0
2022-01-03 11:15:00,2.343609,4.0133349,0.0
2022-01-03 11:30:00,2.5165795,4.5689383,0.0
2022-01-03 11:45:00,1.2080958,5.1654833,0.0
2022-01-03 12:00:00,2.8132798,5.4511142,0.0
2022-01-03 12:15:00,2.6059579,6.1179049,0.0
2022-01-03 12:30:00,0.0,6.7352898,9.4007977
2022-01-03 12:45:00,0.0,4.2597112,9.3966679
2022-01-03 13:00:00,2.4451091,1.7858386,0.0
2022-01-03 13:15:00,0.0,2.3661053,5.1129517
2022-01-03 13:30:00,2.37313,1.02,0.0
2022-01-03 13:45:00,2.2612032,1.5833633,0.0
2022-01-03 14:00:00,2.0630425,2.120003,0.0
2022-01-03 14:15:00,1.8032835,2.6094454,0.0
2022-01-03 14:30:00,1.3557162,3.0370727,0.0
2022-01-03 14:45:00,1.1109749,3.3582957,0.0
2022-01-03 15:00:00,0.82010172,3.6213123,0.0
2022-01-03 15:15:00,0.44574559,3.8151808,0.0
2022-01-03 15:30:00,0.07289692,3.9200913,0.0
2022-01-03 15:45:00,0.0,3.9364239,0.28153058
2022-01-03 16:00:00,0.0,3.8613524,0.45815848
2022-01-03 16:15:00,0.0,3.7398187,0.49213333
2022-01-03 16:30:00,0.0,3.6093746,0.38793333
2022-01-03 16:45:00,0.0,3.5063842,0.37793333
2022-01-03 17:00:00,0.0,3.4060512,0.5602
2022-01-03 17:15:00,0.0,3.2577783,0.311
2022-01-03 17:30:00,0.0,3.1751214,0.36586667
2022-01-03 17:45:00,0.0,3.0780466,0.38213333
2022-01-03 18:00:00,0.0,2.9767154,0.428
2022-01-03 18:15:00,0.0,2.8633394,0.40733333
2022-01-03 18:30:00,0.0,2.7554303,0.30393333
2022-01-03 18:45:00,0.0,2.6747587,0.5022
2022-01-03 19:00:00,0.0,2.5419319,0.5136
2022-01-03 19:15:00,0.0,2.4061383,0.3198
2022-01-03 19:30:00,0.0,2.3213786,0.47953333
2022-01-03 19:45:00,0.0,2.1946051,0.64846667
2022-01-03 20:00:00,0.0,2.0234071,0.666
2022-01-03 20:15:00,0.0,1.8476379,2.0667333
2022-01-03 20:30:00,0.0,1.3032986,1.0284805
2022-01-03 20:45:00,0.0,1.0323199,0.0
2022-01-03 21:00:00,0.0,1.0320618,0.0
2022-01-03 21:15:00,0.0,1.0318036,0.0
2022-01-03 21:30:00,0.0,1.0315456,0.0
2022-01-03 21:45:00,0.0,1.0312876,0.0
2022-01-03 22:00:00,0.0,1.0310297,0.0
2022-01-03 22:15:00,0.0,1.0307718,0.0
2022-01-03 22:30:00,0.0,1.0305141,0.0
2022-01-03 22:45:00,0.0,1.0302563,0.0
2022-01-03 23:00:00,0.0,1.0299987,0.0
2022-01-03 23:15:00,0.0,1.0297411,0.0
2022-01-03 23:30:00,0.0,1.0294835,0.0
2022-01-03 23:45:00,0.0,1.0292261,0.0
2022-01-04 00:00:00,0.0,1.0289687,0.0
2022-01-04 00:15:00,0.0,1.0287113,0.0
2022-01-04 00:30:00,0.0,1.0284541,0.0
2022-01-04 00:45:00,0.0,1.0281968,0.0
2022-01-04 01:00:00,0.0,1.0279397,0.0
2022-01-04 01:15:00,0.0,1.0276826,0.0
2022-01-04 01:30:00,0.0,1.0274256,0.0
2022-01-04 01:45:00,0.0,1.0271686,0.0
2022-01-04 02:00:00,0.0,1.0269118,0.0
2022-01-04 02:15:00,0.0,1.0266549,0.0
2022-01-04 02:30:00,0.0,1.0263982,0.0
2022-01-04 02:45:00,0.0,1.0261415,0.0
2022-01-04 03:00:00,0.0,1.0258848,0.0
2022-01-04 03:15:00,0.0,1.0256283,0.0
2022-01-04 03:30:00,0.0,1.0253718,0.0
2022-01-04 03:45:00,0.0,1.0251153,0.0
2022-01-04 04:00:00,0.0,1.024859,0.0
2022-01-04 04:15:00,0.0,1.0246026,0.0
2022-01-04 04:30:00,0.0,1.0243464,0.0
2022-01-04 04:45:00,0.0,1.0240902,0.0
2022-01-04 05:00:00,0.0,1.0238341,0.0
2022-01-04 05:15:00,0.0,1.023578,0.0
2022-01-04 05:30:00,0.0,1.0233221,0.0
2022-01-04 05:45:00,0.0,1.0230661,0.0
2022-01-04 06:00:00,0.0,1.0228103,0.0
2022-01-04 06:15:00,0.0,1.0225545,0.0
2022-01-04 06:30:00,0.0,1.0222987,0.0
2022-01-04 06:45:00,0.0,1.0220431,0.0
2022-01-04 07:00:00,0.0,1.0217875,0.0
2022-01-04 07:15:00,0.0,1.0215319,0.0
2022-01-04 07:30:00,0.0,1.0212764,0.0
2022-01-04 07:45:00,0.0,1.021021,0.0
2022-01-04 08:00:00,0.0,1.0207657,0.0
2022-01-04 08:15:00,0.0,1.0205104,0.0
2022-01-04 08:30:00,0.0,1.0202552,0.0
2022-01-04 08:45:00,0.043186825,1.02,0.0
2022-01-04 09:00:00,0.34798686,1.0300018,0.0
2022-01-04 09:15:00,0.77200283,1.1123911,0.0
2022-01-04 09:30:00,1.1401242,1.2954635,0.0
2022-01-04 09:45:00,1.4981817,1.565919,0.0
2022-01-04 10:00:00,1.7847509,1.9213456,0.0
2022-01-04 10:15:00,2.0121584,2.3447434,0.0
2022-01-04 10:30:00,2.2025687,2.8220446,0.0
2022-01-04 10:45:00,2.3507574,3.3444489,0.0
2022-01-04 11:00:00,2.4243026,3.9019174,0.0
2022-01-04 11:15:00,2.7282761,4.4767134,0.0
2022-01-04 11:30:00,2.5289553,5.1235593,0.0
2022-01-04 11:45:00,0.0,5.7229049,8.3445025
2022-01-04 12:00:00,0.0,3.5255519,8.1559796
2022-01-04 12:15:00,0.0,1.3783597,1.3604571
2022-01-04 12:30:00,2.9354878,1.02,0.0
2022-01-04 12:45:00,0.0,1.7169232,2.645707
2022-01-04 13:00:00,0.0,1.0202552,0.0
2022-01-04 13:15:00,2.4400677,1.02,0.0
2022-01-04 13:30:00,0.0,1.599261,2.1967623
2022-01-04 13:45:00,0.0,1.0207657,0.0
2022-01-04 14:00:00,0.0,1.0205104,0.0
2022-01-04 14:15:00,0.0,1.0202552,0.0
2022-01-04 14:30:00,1.3976165,1.02,0.0
2022-01-04 14:45:00,0.82972185,1.3516788,0.0
2022-01-04 15:00:00,0.40103005,1.5483997,0.0
2022-01-04 15:15:00,0.043282412,1.6432571,0.0
2022-01-04 15:30:00,0.0,1.6531257,0.39050255
2022-01-04 15:45:00,0.0,1.5499485,0.52168121
2022-01-04 16:00:00,0.0,1.4122763,0.65131482
2022-01-04 16:15:00,0.0,1.2405245,0.77032518
2022-01-04 16:30:00,0.0,1.0374971,0.0
2022-01-04 16:45:00,0.0,1.0372376,0.0
2022-01-04 17:00:00,0.0,1.0369782,0.0
2022-01-04 17:15:00,0.0,1.0367188,0.0
2022-01-04 17:30:00,0.0,1.0364596,0.0
2022-01-04 17:45:00,0.0,1.0362003,0.0
2022-01-04 18:00:00,0.0,1.0359412,0.0
2022-01-04 18:15:00,0.0,1.0356821,0.0
2022-01-04 18:30:00,0.0,1.0354231,0.0
2022-01-04 18:45:00,0.0,1.0351641,0.0
2022-01-04 19:00:00,0.0,1.0349053,0.0
2022-01-04 19:15:00,0.0,1.0346464,0.0
2022-01-04 19:30:00,0.0,1.0343877,0.0
2022-01-04 19:45:00,0.0,1.034129,0.0
2022-01-04 20:00:00,0.0,1.0338704,0.0
2022-01-04 20:15:00,0.0,1.0336118,0.0
2022-01-04 20:30:00,0.0,1.0333533,0.0
2022-01-04 20:45:00,0.0,1.0330949,0.0
2022-01-04 21:00:00,0.0,1.0328365,0.0
2022-01-04 21:15:00,0.0,1.0325782,0.0
2022-01-04 21:30:00,0.0,1.0323199,0.0
2022-01-04 21:45:00,0.0,1.0320618,0.0
2022-01-04 22:00:00,0.0,1.0318036,0.0
2022-01-04 22:15:00,0.0,1.0315456,0.0
2022-01-04 22:30:00,0.0,1.0312876,0.0
2022-01-04 22:45:00,0.0,1.0310297,0.0
2022-01-04 23:00:00,0.0,1.0307718,0.0
2022-01-04 23:15:00,0.0,1.0305141,0.0
2022-01-04 23:30:00,0.0,1.0302563,0.0
2022-01-04 23:45:00,0.0,1.0299987,0.0
2022-01-05 00:00:00,0.0,1.0297411,0.0
2022-01-05 00:15:00,0.0,1.0294835,0.0
2022-01-05 00:30:00,0.0,1.0292261,0.0
2022-01-05 00:45:00,0.0,1.0289687,0.0
2022-01-05 01:00:00,0.0,1.0287113,0.0
2022-01-05 01:15:00,0.0,1.0284541,0.0
2022-01-05 01:30:00,0.0,1.0281968,0.0
2022-01-05 01:45:00,0.0,1.0279397,0.0
2022-01-05 02:00:00,0.0,1.0276826,0.0
2022-01-05 02:15:00,0.0,1.0274256,0.0
2022-01-05 02:30:00,0.0,1.0271686,0.0
2022-01-05 02:45:00,0.0,1.0269118,0.0
2022-01-05 03:00:00,0.0,1.0266549,0.0
2022-01-05 03:15:00,0.0,1.0263982,0.0
2022-01-05 03:30:00,0.0,1.0261415,0.0
2022-01-05 03:45:00,0.0,1.0258848,0.0
2022-01-05 04:00:00,0.0,1.0256283,0.0
2022-01-05 04:15:00,0.0,1.0253718,0.0
2022-01-05 04:30:00,0.0,1.0251153,0.0
2022-01-05 04:45:00,0.0,1.024859,0.0
2022-01-05 05:00:00,0.0,1.0246026,0.0
2022-01-05 05:15:00,0.0,1.0243464,0.0
2022-01-05 05:30:00,0.0,1.0240902,0.0
2022-01-05 05:45:00,0.0,1.0238341,0.0
2022-01-05 06:00:00,0.0,1.023578,0.0
2022-01-05 06:15:00,0.0,1.0233221,0.0
2022-01-05 06:30:00,0.0,1.0230661,0.0
2022-01-05 06:45:00,0.0,1.0228103,0.0
2022-01-05 07:00:00,0.0,1.0225545,0.0
2022-01-05 07:15:00,0.0,1.0222987,0.0
2022-01-05 07:30:00,0.0,1.0220431,0.0
2022-01-05 07:45:00,0.0,1.0217875,0.0
2022-01-05 08:00:00,0.0,1.0215319,0.0
2022-01-05 08:15:00,0.0,1.0212764,0.0
2022-01-05 08:30:00,0.0,1.021021,0.0
2022-01-05 08:45:00,0.0,1.0207657,0.0
2022-01-05 09:00:00,0.0,1.0205104,0.0
2022-01-05 09:15:00,0.0,1.0202552,0.0
2022-01-05 09:30:00,0.69616201,1.02,0.0
2022-01-05 09:45:00,1.4179808,1.1850834,0.0
2022-01-05 10:00:00,1.8438231,1.5215574,0.0
2022-01-05 10:15:00,2.0669905,1.9590849,0.0
2022-01-05 10:30:00,0.0,2.4495052,5.4288221
2022-01-05 10:45:00,0.0,1.0202552,0.0
2022-01-05 11:00:00,2.70708,1.02,0.0
2022-01-05 11:15:00,0.0,1.6626764,2.4396206
2022-01-05 11:30:00,0.0,1.0202552,0.0
2022-01-05 11:45:00,2.9320431,1.02,0.0
2022-01-05 12:00:00,2.7032169,1.7161051,0.0
2022-01-05 12:15:00,0.0,2.35769,5.0800116
2022-01-05 12:30:00,0.0,1.0202552,0.0
2022-01-05 12:45:00,2.5900628,1.02,0.0
2022-01-05 13:00:00,2.5672174,1.6348848,0.0
2022-01-05 13:15:00,0.0,2.2441901,4.6497895
2022-01-05 13:30:00,2.4327129,1.02,0.0
2022-01-05 13:45:00,0.0,1.5975142,2.1930358
2022-01-05 14:00:00,1.9322366,1.02,0.0
2022-01-05 14:15:00,1.3674811,1.4786511,0.0
2022-01-05 14:30:00,0.0,1.8030581,2.9014972
2022-01-05 14:45:00,0.0,1.0390552,0.0
2022-01-05 15:00:00,0.0,1.0387954,0.0
2022-01-05 15:15:00,0.0,1.0385356,0.0
2022-01-05 15:30:00,0.0,1.0382759,0.0
2022-01-05 15:45:00,0.0,1.0380162,0.0
2022-01-05 16:00:00,0.0,1.0377566,0.0
2022-01-05 16:15:00,0.0,1.0374971,0.0
2022-01-05 16:30:00,0.0,1.0372376,0.0
2022-01-05 16:45:00,0.0,1.0369782,0.0
2022-01-05 17:00:00,0.0,1.0367188,0.0
2022-01-05 17:15:00,0.0,1.0364596,0.0
2022-01-05 17:30:00,0.0,1.0362003,0.0
2022-01-05 17:45:00,0.0,1.0359412,0.0
2022-01-05 18:00:00,0.0,1.0356821,0.0
2022-01-05 18:15:00,0.0,1.0354231,0.0
2022-01-05 18:30:00,0.0,1.0351641,0.0
2022-01-05 18:45:00,0.0,1.0349053,0.0
2022-01-05 19:00:00,0.0,1.0346464,0.0
2022-01-05 19:15:00,0.0,1.0343877,0.0
2022-01-05 19:30:00,0.0,1.034129,0.0
2022-01-05 19:45:00,0.0,1.0338704,0.0
2022-01-05 20:00:00,0.0,1.0336118,0.0
2022-01-05 20:15:00,0.0,1.0333533,0.0
2022-01-05 20:30:00,0.0,1.0330949,0.0
2022-01-05 20:45:00,0.0,1.0328365,0.0
2022-01-05 21:00:00,0.0,1.0325782,0.0
2022-01-05 21:15:00,0.0,1.0323199,0.0
2022-01-05 21:30:00,0.0,1.0320618,0.0
2022-01-05 21:45:00,0.0,1.0318036,0.0
2022-01-05 22:00:00,0.0,1.0315456,0.0
2022-01-05 22:15:00,0.0,1.0312876,0.0
2022-01-05 22:30:00,0.0,1.0310297,0.0
2022-01-05 22:45:00,0.0,1.0307718,0.0
2022-01-05 23:00:00,0.0,1.0305141,0.0
2022-01-05 23:15:00,0.0,1.0302563,0.0
2022-01-05 23:30:00,0.0,1.0299987,0.0
2022-01-05 23:45:00,0.0,1.0297411,0.0
2022-01-06 00:00:00,0.0,1.0294835,0.0
2022-01-06 00:15:00,0.0,1.0292261,0.0
2022-01-06 00:30:00,0.0,1.0289687,0.0
2022-01-06 00:45:00,0.0,1.0287113,0.0
2022-01-06 01:00:00,0.0,1.0284541,0.0
2022-01-06 01:15:00,0.0,1.0281968,0.0
2022-01-06 01:30:00,0.0,1.0279397,0.0
2022-01-06 01:45:00,0.0,1.0276826,0.0
2022-01-06 02:00:00,0.0,1.0274256,0.0
2022-01-06 02:15:00,0.0,1.0271686,0.0
2022-01-06 02:30:00,0.0,1.0269118,0.0
2022-01-06 02:45:00,0.0,1.0266549,0.0
2022-01-06 03:00:00,0.0,1.0263982,0.0
2022-01-06 03:15:00,0.0,1.0261415,0.0
2022-01-06 03:30:00,0.0,1.0258848,0.0
2022-01-06 03:45:00,0.0,1.0256283,0.0
2022-01-06 04:00:00,0.0,1.0253718,0.0
2022-01-06 04:15:00,0.0,1.0251153,0.0
2022-01-06 04:30:00,0.0,1.024859,0.0
2022-01-06 04:45:00,0.0,1.0246026,0.0
2022-01-06 05:00:00,0.0,1.0243464,0.0
2022-01-06 05:15:00,0.0,1.0240902,0.0
2022-01-06 05:30:00,0.0,1.0238341,0.0
2022-01-06 05:45:00,0.0,1.023578,0.0
2022-01-06 06:00:00,0.0,1.0233221,0.0
2022-01-06 06:15:00,0.0,1.0230661,0.0
2022-01-06 06:30:00,0.0,1.0228103,0.0
2022-01-06 06:45:00,0.0,1.0225545,0.0
